鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,車位移轉總面積平方公尺,建案名稱,棟及號,解約情形,Year,Month
仁德區,房地(土地+建物),臺南市仁德區仁義里正義二街１４９號三樓,19.52,住,,,1030328,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831017,88.87,3,2,2,有,有,2780000,31282,,0.0,0,,RPPNMLTKMHJFFFR07CA,81.77,0.0,7.1,,,,,,,103.0,3.0
歸仁區,土地,歸仁南段620-7地號,147.18,其他,,,1030326,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1428523,9706,,0.0,0,,RPTNMLOLMHJFFFR07CA,0.0,0.0,0.0,,,,,,,103.0,3.0
仁德區,房地(土地+建物),臺南市仁德區仁義里林頂街３２號,109.01,住,,,1030315,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0770129,143.81,4,2,3,有,無,4800000,33377,,0.0,0,,RPUNMLOLMHJFFFR17CA,114.3,15.65,13.86,,,,,,,103.0,3.0
歸仁區,土地,大成段425地號,346.02,住,,,1030311,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13607100,39325,,0.0,0,每坪以新台幣13萬元計價,RPPNMLRKMHJFFFR86CA,0.0,0.0,0.0,,,,,,,103.0,3.0
仁德區,土地,後壁段1087地號,54.55,其他,,,1030407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,10999,,0.0,0,,RPUNMLSKMHJFFFR47CA,0.0,0.0,0.0,,,,,,,103.0,4.0
仁德區,土地,太子段191地號,66.47,住,,,1030303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,650000,9779,,0.0,0,,RPWNMLSKMHJFFFR67CA,0.0,0.0,0.0,,,,,,,103.0,3.0
仁德區,房地(土地+建物),臺南市仁德區後壁里中正路二段１０６巷７６弄２２號,107.05,住,,,1030408,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1030207,202.54,5,2,3,有,無,8200000,40486,,0.0,0,,RPRNMLOKNHJFFFR86CA,188.39,0.0,14.15,,,,,,,103.0,4.0
中西區,房地(土地+建物),臺南市中西區健康路一段９８號,94.0,住,,,1030315,土地2建物1車位0,一層，二層，三層，四層，騎樓，地下層,四層,店面(店鋪),住商用,鋼筋混凝土造,0670327,238.99,4,3,3,有,無,17000000,71133,,0.0,0,,RPROMLNJNHJFFAD47CA,0.0,0.0,0.0,,,,,,,103.0,3.0
中西區,房地(土地+建物),臺南市中西區正興街１８號五樓之３,3.78,商,,,1030402,土地1建物1車位0,五層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800729,25.22,1,1,1,有,有,880000,34893,,0.0,0,,RPOPMLMJNHJFFAD17CA,16.57,0.0,0.0,,,,,,,103.0,4.0
中西區,土地,赤崁段722地號,28.72,商,,,1030402,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,27855,,0.0,0,,RPRNMLMJNHJFFAD27CA,0.0,0.0,0.0,,,,,,,103.0,4.0
北區,房地(土地+建物),臺南市北區成功路５８４號五樓之６,3.04,住,,,1030401,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840307,33.8,1,0,1,有,有,920000,27219,,0.0,0,,RPTPMLPJNHJFFAD97CA,25.29,0.0,0.0,,,,,,,103.0,4.0
北區,房地(土地+建物)+車位,臺南市北區成功路２２巷１號十二樓之１,47.37,商,,,1030409,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1021128,440.6,3,2,2,有,有,27800000,63096,坡道平面,50.92,0,,RPVNMLTJNHJFFAD38CA,220.85,19.12,26.76,,,,,,,103.0,4.0
北區,房地(土地+建物)+車位,臺南市北區成功路２２巷１號十二樓之２,41.91,商,,,1030409,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1021128,394.81,3,2,2,有,有,24900000,63068,坡道平面,47.48,0,,RPXNMLTJNHJFFAD58CA,195.2,18.43,24.11,,,,,,,103.0,4.0
安平區,房地(土地+建物),臺南市安平區育平路212號八樓之5,12.95,住,,,1030401,土地1建物1車位0,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0840729,116.35,3,2,2,有,有,3400000,29222,,0.0,0,,RPVNMLQKMHJFFAD08CA,79.85,1.1,10.51,,,,,,,103.0,4.0
中西區,房地(土地+建物)+車位,臺南市中西區府前路一段１２２巷１８號五樓之３,21.59,商,,,1030312,土地1建物1車位1,全,十層,透天厝,見其他登記事項,見其他登記事項,1021031,116.22,2,1,1,有,有,6418600,55228,坡道平面,0.0,0,,RPQOMLRKMHJFFAD77CA,59.59,0.0,3.9,,,,,,,103.0,3.0
安平區,房地(土地+建物),臺南市安平區健康二街１８號,96.14,住,,,1030401,土地1建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,0941028,282.08,5,3,6,有,無,15200000,53885,,0.0,0,,RPROMLRKMHJFFAD87CA,249.39,2.17,30.52,,,,,,,103.0,4.0
安平區,房地(土地+建物),臺南市安平區育平路２１２號十四樓之２８,5.37,住,,,1030403,土地1建物1車位0,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0840729,47.91,1,1,1,有,有,1800000,37570,,0.0,0,,RPQNMLKLMHJFFAD07CA,32.72,0.0,4.92,,,,,,,103.0,4.0
中西區,房地(土地+建物)+車位,臺南市中西區府前路二段２５８巷１５號三樓,35.83,住,,,1030331,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0820428,189.69,4,2,2,有,有,5430000,28626,坡道平面,0.0,0,,RPRNMLSKMHJFFAD87CA,118.86,2.0,17.19,,,,,,,103.0,3.0
北區,建物,臺南市北區公園路９１８巷８弄９號,0.0,,,,1030310,土地0建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1020204,247.45,4,1,4,有,無,8400000,33946,,0.0,0,,RPSPMLNLMHJFFAD77CA,225.62,0.0,21.83,,,,,,,103.0,3.0
中西區,房地(土地+建物),臺南市中西區青年里武德街22之1號,19.13,商,,,1030310,土地2建物1車位0,二層，一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0830120,74.14999999999999,0,0,1,無,無,4050000,54619,,0.0,0,,RPPNMLMLMHJFFAD17CA,67.07,0.0,0.0,,,,,,,103.0,3.0
安平區,房地(土地+建物),臺南市安平區國平路５９９號十八樓之１１,4.61,商,,,1030314,土地1建物1車位0,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0831222,53.150000000000006,1,2,1,有,有,1750000,32926,,0.0,0,,RPROMLNLMHJFFAD57CA,36.36,0.0,4.77,,,,,,,103.0,3.0
南區,房地(土地+建物),臺南市南區大成路二段１７７巷５３號,67.0,住,,,1030321,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土構造,0761020,180.48,3,2,2,有,無,6400000,35461,,0.0,0,,RPSNMLNJNHJFFCD67CA,169.49,0.0,10.99,,,,,,,103.0,3.0
南區,房地(土地+建物),臺南市南區健康路二段53巷15號,114.78,住,,,1030317,土地3建物1車位0,全,一層,透天厝,住家用,加強磚造,0550902,57.8,2,2,1,有,無,2700000,46713,,0.0,0,,RPTNMLPJNHJFFCD97CA,0.0,0.0,0.0,,,,,,,103.0,3.0
東區,房地(土地+建物)+車位,臺南市東區德東街266號六樓,19.72,住,,,1030315,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0820308,103.13,3,2,2,有,有,3150000,30544,坡道機械,0.0,0,,RPOOMLKMMHJFFCD27CA,69.92,1.11,10.18,,,,,,,103.0,3.0
東區,房地(土地+建物),臺南市東區裕農路７２６巷１１８號,218.0,住,,,1030403,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土構造,1011220,591.52,6,3,7,有,無,45800000,77428,,0.0,0,,RPUNMLKMMHJFFCD77CA,525.67,0.0,65.85,,,,,,,103.0,4.0
東區,房地(土地+建物)+車位,臺南市東區東寧路７０號七樓,21.37,住,,,1030324,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0860131,157.41,3,2,2,有,有,7860000,49933,坡道平面,0.0,0,,RPQPMLQJNHJFFCD97CA,88.38,0.0,13.18,,,,,,,103.0,3.0
南區,房地(土地+建物),臺南市南區灣裡路８８巷７１號,142.0,住,,,1030325,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1020607,240.92,5,2,5,有,無,11500000,47734,,0.0,0,,RPROMLSJNHJFFCD18CA,208.64,0.0,32.28,,,,,,,103.0,3.0
南區,房地(土地+建物),臺南市南區大成路二段１７７巷７０之２號,11.56,住,,,1030402,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0700604,38.73,3,2,1,有,無,1600000,41312,,0.0,0,,RPSNMLQJNHJFFCD97CA,34.16,0.0,0.0,,,,,,,103.0,4.0
東區,土地,路東段273地號,54.67,住,,,1030408,土地4建物0車位0,,,其他,,,,0.0,0,0,2,有,無,2000000,36583,,0.0,0,建物未保存,RPTNMLQJNHJFFCD08CA,0.0,0.0,0.0,,,,,,,103.0,4.0
東區,房地(土地+建物),臺南市東區崇善路７５７號七樓,27.44,住,,,1030327,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0841211,150.55,3,2,2,有,有,3950000,26237,,0.0,0,,RPPNMLTKMHJFFCD97CA,102.87,1.96,15.54,,,,,,,103.0,3.0
東區,土地,光明段424地號,28.4,其他,,,1030328,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,480000,16901,,0.0,0,包含公共設施保留地之交易。,RPPNMLKLMHJFFCD17CA,0.0,0.0,0.0,,,,,,,103.0,3.0
南區,房地(土地+建物),臺南市南區萬年路１２６巷１９弄９號,91.76,住,,,1030409,土地5建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土構造,1021018,161.77,4,2,3,有,有,8600000,53162,,0.0,0,,RPPNMLLLMHJFFCD27CA,149.33,0.0,12.13,,,,,,,103.0,4.0
南區,房地(土地+建物),臺南市南區萬年路１２６巷１９弄１３號,91.76,住,,,1030409,土地5建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土構造,1021018,162.82,4,2,3,有,有,8800000,54047,,0.0,0,,RPQNMLLLMHJFFCD37CA,150.11,0.0,12.4,,,,,,,103.0,4.0
南區,房地(土地+建物),臺南市南區萬年路１２６巷１９弄１５號,91.76,住,,,1030409,土地5建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土構造,1021018,164.02,4,2,3,有,有,8800000,53652,,0.0,0,,RPRNMLLLMHJFFCD47CA,149.33,0.0,14.38,,,,,,,103.0,4.0
南區,房地(土地+建物),臺南市南區萬年路１２６巷１９弄１９號,91.76,住,,,1030410,土地5建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土構造,1021018,164.8,4,2,3,有,有,8600000,52184,,0.0,0,,RPSNMLLLMHJFFCD57CA,150.14,0.0,14.38,,,,,,,103.0,4.0
南區,土地,南山段140地號,125.67,其他,,,1030410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,685000,5451,,0.0,0,,RPUOMLLLMHJFFCD87CA,0.0,0.0,0.0,,,,,,,103.0,4.0
東區,房地(土地+建物),臺南市東區仁和路９５之４０號,60.0,住,,,1030311,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0641124,83.38,4,2,2,有,無,5500000,65963,,0.0,0,,RPWNMLSKMHJFFCD58CA,83.38,0.0,0.0,,,,,,,103.0,3.0
東區,房地(土地+建物),臺南市東區東平路１７０號,81.0,住,,,1030320,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0630326,106.6,4,2,2,有,無,12800000,120075,,0.0,0,,RPTOMLSKMHJFFCD38CA,106.6,0.0,0.0,,,,,,,103.0,3.0
南區,房地(土地+建物),臺南市南區鹽埕路２９１巷１４弄３９號四樓之２,19.73,住,,,1030331,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0700303,48.63,2,1,1,有,無,1400000,28789,,0.0,0,,RPXOMLSKMHJFFCD78CA,48.63,0.0,0.0,,,,,,,103.0,3.0
南區,房地(土地+建物),臺南市南區公英六街２１號,54.25,住,,,1030328,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0601116,68.4,2,2,1,有,無,2300000,33626,,0.0,0,,RPSOMLRKMHJFFCD18CA,68.4,0.0,0.0,,,,,,,103.0,3.0
安南區,房地(土地+建物),臺南市安南區環館路３８２號,255.8,住,,,1030416,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1020627,417.72999999999996,5,2,5,有,無,24500000,58650,,0.0,0,本件買賣公司以土地特惠推案折讓新台幣300萬元整，實際成交價以合約價扣除折讓款。,RPRNMLSKMHJFFBD97CA,401.85,0.0,14.61,,,,,,,103.0,4.0
安南區,房地(土地+建物),臺南市安南區環館路３７２號,266.85,住,,,1030416,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1020627,411.54999999999995,7,2,5,有,無,31200000,75811,,0.0,0,本件買賣公司以土地特惠推案折讓新台幣520萬元整，實際成交價以合約價扣除折讓款。,RPSNMLSKMHJFFBD08CA,363.27,0.0,47.01,,,,,,,103.0,4.0
安南區,土地,安和段45地號,203.4,工,,,1030331,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2750000,13520,,0.0,0,親友、員工或其他特殊關係間之交易。,RPTPMLRKMHJFFBD28CA,0.0,0.0,0.0,,,,,,,103.0,3.0
安南區,土地,州南段853地號,86.0,住,,,1030327,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2730000,31744,,0.0,0,,RPVPMLRKMHJFFBD48CA,0.0,0.0,0.0,,,,,,,103.0,3.0
安南區,房地(土地+建物),臺南市安南區義安街１１４巷１２號,115.69,住,,,1030228,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0701021,99.86,4,1,2,有,無,2350000,23533,,0.0,0,,RPROMLRKMHJFFBD97CA,94.42,0.0,5.44,,,,,,,103.0,2.0
安南區,房地(土地+建物),臺南市安南區海佃路二段１５０巷３９弄１號,162.63,住,,,1030402,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0941118,186.26,4,2,4,有,無,8900000,47783,,0.0,0,,RPVNMLSKMHJFFBD38CA,180.68,0.0,5.56,,,,,,,103.0,4.0
安南區,房地(土地+建物),臺南市安南區公學路四段１０巷２６弄２號,91.62,住,,,1030317,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0840901,176.5,10,2,4,有,無,2600000,14731,,0.0,0,,RPPOMLNKNHJFFBD47CA,163.67,0.0,12.83,,,,,,,103.0,3.0
安南區,土地,學中段649-1地號,1506.65,住,,,1030318,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14584372,9680,,0.0,0,包含公共設施保留地之交易。,RPWNMLLJNHJFFBD77CA,0.0,0.0,0.0,,,,,,,103.0,3.0
安南區,房地(土地+建物),臺南市安南區安南區鳳凰里北安路三段217號,115.43,住,,,1030402,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0760528,238.03,4,2,3,有,無,9400000,39491,,0.0,0,,RPQOMLLJNHJFFBD27CA,225.62,0.0,12.41,,,,,,,103.0,4.0
安南區,房地(土地+建物),臺南市安南區大安街６８巷１３號,83.99,住,,,1030407,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0711022,107.66,3,2,2,有,無,3200000,29723,,0.0,0,,RPUOMLNLMHJFFBD97CA,101.9,0.0,5.76,,,,,,,103.0,4.0
安南區,土地,淵東段26-2地號,93.33,其他,,,1030308,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1100000,11786,,0.0,0,,RPPNMLOLMHJFFBD47CA,0.0,0.0,0.0,,,,,,,103.0,3.0
安南區,房地(土地+建物),臺南市安南區公學路五段６９７巷１６５號四樓,11.09,住,,,1030331,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870814,82.0,2,1,1,有,有,1120000,13659,,0.0,0,,RPXNMLOLMHJFFBD28CA,54.46,0.0,11.29,,,,,,,103.0,3.0
安南區,房地(土地+建物),臺南市安南區城西街一段２４９巷８３號,91.21,住,,,1030403,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820727,182.71,5,2,3,有,無,2300000,12588,,0.0,0,,RPTOMLOLMHJFFBD97CA,175.51,0.0,7.2,,,,,,,103.0,4.0
北區,房地(土地+建物)+車位,臺南市北區北門路三段32號八樓之3,31.88,住,,,1030314,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土構造,0911227,144.4,3,2,2,有,有,4700000,32548,坡道平面,0.0,0,,RPTOMLQKMHJFFAD08DA,86.01,0.0,11.01,,,,,,,103.0,3.0
安平區,房地(土地+建物),臺南市安平區育平五街70號八樓之6,6.65,住,,,1030311,土地1建物1車位0,八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0850213,111.4,3,2,2,有,有,3000000,26930,,0.0,0,,RPPOMLRKMHJFFAD77DA,73.74,0.0,11.37,,,,,,,103.0,3.0
安南區,房地(土地+建物),臺南市安南區本原街二段50巷1弄36號,95.72,住,,,1030325,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0970826,164.74,5,2,4,有,無,6800000,41277,,0.0,0,,RPUNMLQKMHJFFBD18DA,164.74,0.0,0.0,,,,,,,103.0,3.0
安南區,房地(土地+建物),臺南市安南區公學路五段697巷155號9樓之1,9.05,其他,,,1030316,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870814,62.339999999999996,2,2,1,有,有,820000,13154,,0.0,0,,RPVNMLRKMHJFFBD38DA,44.1,0.0,3.7,,,,,,,103.0,3.0
安南區,房地(土地+建物),臺南市安南區智安二街7號,96.71,住,,,1030315,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0930810,211.55,5,2,3,有,無,7400000,34980,,0.0,0,,RPWNMLRKMHJFFBD48DA,179.45,0.0,32.1,,,,,,,103.0,3.0
東區,房地(土地+建物),臺南市東區育樂街224號,34.0,商,,,1030331,土地1建物1車位0,全,二層,透天厝,住家用,見其他登記事項,0590423,60.34,2,1,1,有,無,1500000,24859,,0.0,0,親友、員工或其他特殊關係間之交易。,RPROMLQKMHJFFCD08DA,60.34,0.0,0.0,,,,,,,103.0,3.0
東區,房地(土地+建物),臺南市東區中華東路二段73巷7之1號4樓之1,15.29,商,,,1030314,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0800425,77.54,2,2,2,有,有,2450000,31597,,0.0,0,,RPUOMLQKMHJFFCD38DA,50.61,0.0,5.88,,,,,,,103.0,3.0
南區,房地(土地+建物),臺南市南區惠南街92號,104.0,住,,,1030320,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土構造,0770831,212.76,5,2,6,有,無,7970000,37460,,0.0,0,,RPSNMLRKMHJFFCD18DA,192.31,2.03,18.42,,,,,,,103.0,3.0
南區,土地,永寧段669-1地號,5.08,農,,,1030407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,360000,70866,,0.0,0,,RPPOMLLLMHJFFCD47DA,0.0,0.0,0.0,,,,,,,103.0,4.0
東區,房地(土地+建物),臺南市東區仁和路93之1號九樓之3,10.67,住,,,1030312,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0831107,65.73,2,1,1,有,有,2500000,38034,,0.0,0,,RPUNMLSKMHJFFCD48DA,45.48,0.0,4.44,,,,,,,103.0,3.0
東區,房地(土地+建物),臺南市東區府東街22號8樓之2,12.6,住,,,1030301,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0830829,69.07000000000001,2,1,1,有,有,2300000,33300,,0.0,0,,RPXNMLOKNHJFFCD48DA,0.0,0.0,0.0,,,,,,,103.0,3.0
永康區,房地(土地+建物)+車位,臺南市永康區小東路６８９號之９１,21.24,住,,,1030306,土地1建物1車位1,十八層,二十二層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0810519,268.98,0,0,0,無,有,4300000,15986,升降機械,0.0,0,,RPUPMLSKMHJFFHR87CA,182.04,0.0,5.76,,,,,,,103.0,3.0
永康區,房地(土地+建物),臺南市永康區仁愛街１０３巷５５號,83.91,住,,,1030405,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0851230,233.03,6,2,4,有,無,7190000,30854,,0.0,0,,RPROMLQKMHJFFHR27CA,200.68,10.21,22.14,,,,,,,103.0,4.0
永康區,土地,頂西段182地號,2.32,工,,,1030407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,41527,17900,,0.0,0,,RPUNMLRKMHJFFHR57CA,0.0,0.0,0.0,,,,,,,103.0,4.0
永康區,房地(土地+建物)+車位,臺南市永康區勝利里勝利街２２巷５弄７號五樓之２,19.09,住,,,1030322,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831216,135.45,3,2,2,有,有,4800000,35437,坡道平面,0.0,0,,RPRNMLSLMHJFFHR47CA,72.19,0.0,10.31,,,,,,,103.0,3.0
永康區,房地(土地+建物),臺南市永康區富強路一段１６８巷８０弄１號,77.75,住,,,1030331,土地2建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1021231,201.58,5,2,4,有,無,6700000,33237,,0.0,0,包含公共設施保留地之交易。,RPRNMLPLMHJFFHR17CA,168.19,0.0,33.39,,,,,,,103.0,3.0
永康區,房地(土地+建物),臺南市永康區鹽行路６９巷１２號,104.89,住,,,1030319,土地2建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1020821,254.66,15,0,15,有,無,13800000,54190,,0.0,0,,RPVNMLLLMHJFFHR17CA,239.45,0.0,15.21,,,,,,,103.0,3.0
永康區,房地(土地+建物),臺南市永康區網寮里中山南路５４４巷６７弄１５號,116.75,住,,,1030324,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0790509,170.85,5,2,4,有,無,6670000,39040,,0.0,0,,RPOPMLNKNHJFFHR86CA,140.11,25.19,5.55,,,,,,,103.0,3.0
永康區,房地(土地+建物),臺南市永康區永埔街１１６巷９弄２６號二樓之２,17.16,住,,,1030317,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820812,91.15,3,2,2,有,有,3000000,32913,,0.0,0,,RPUNMLTLMHJFFHR87CA,63.06,0.0,11.47,,,,,,,103.0,3.0
永康區,房地(土地+建物),臺南市永康區王行里環工路５７號,9443.0,工,工業區,,1030320,土地1建物4車位0,一層，二層，地下層,二層,工廠,見其他登記事項,鋼筋混凝土造,0780724,5865.6,1,1,1,有,無,179959500,,,0.0,0,,RPSPMLKMMHJFFHR07CA,5842.92,22.68,0.0,,,,,,,103.0,3.0
永康區,房地(土地+建物),臺南市永康區永安路１０５巷４６弄２３號七樓之三,19.44,住,,,1030328,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830423,107.99,3,2,2,有,無,2700000,25002,,0.0,0,,RPTPMLKMMHJFFHR17CA,63.9,0.0,7.62,,,,,,,103.0,3.0
永康區,土地,大灣段2999-1地號,1000.0,住,,,1030303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16000000,16000,,0.0,0,,RPRNMLLJNHJFFHR66CA,0.0,0.0,0.0,,,,,,,103.0,3.0
永康區,車位,臺南市永康區勝利里勝學路２６０巷２號地下二層,1.91,住,,,1030402,土地0建物0車位1,地下二層,十二層,其他,見其他登記事項,鋼筋混凝土造,0880426,780.58,0,0,0,有,無,200000,,坡道平面,0.0,200000,,RPSNMLNJNHJFFHR96CA,0.0,0.0,0.0,,,,,,,103.0,4.0
永康區,房地(土地+建物),臺南市永康區勝利里勝學路２６０巷１６號八樓之５,13.87,住,,,1030302,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0880426,107.9,5,2,2,有,有,3900000,36145,,0.0,0,,RPTNMLMJNHJFFHR96CA,60.46,7.27,9.25,,,,,,,103.0,3.0
永康區,房地(土地+建物),臺南市永康區中山北路４６１巷８弄９０號,33.0,住,,,1030407,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0891214,83.34,3,2,2,有,無,2150000,25798,,0.0,0,,RPTOMLLJNHJFFHR96CA,65.76,5.26,12.3,,,,,,,103.0,4.0
大內區,土地,嗚頭段258地號,3000.58,,山坡地保育區,農牧用地,1030320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,500,,0.0,0,,RPSNMLLLMHJFFCR09DA,0.0,0.0,0.0,,,,,,,103.0,3.0
下營區,土地,十六甲段1213地號,2500.0,,特定農業區,農牧用地,1030409,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3750000,1500,,0.0,0,,RPQNMLQKMHJFFCR66DA,0.0,0.0,0.0,,,,,,,103.0,4.0
下營區,房地(土地+建物),臺南市下營區任南路50-1號,130.53,住,,,1030325,土地2建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1030128,189.45,3,2,3,有,無,5200000,27448,,0.0,0,,RPVNMLRKMHJFFCR27DA,0.0,0.0,0.0,,,,,,,103.0,3.0
下營區,房地(土地+建物),臺南市下營區任南路50號,124.37,住,,,1030325,土地2建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1030128,182.51,3,2,3,有,無,5800000,31779,,0.0,0,,RPXNMLRKMHJFFCR47DA,0.0,0.0,0.0,,,,,,,103.0,3.0
下營區,房地(土地+建物),臺南市下營區仁南街40號,128.08,住,,,1030325,土地2建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1030128,189.45,3,2,3,有,無,5600000,29559,,0.0,0,,RPOOMLRKMHJFFCR66DA,0.0,0.0,0.0,,,,,,,103.0,3.0
大內區,土地,大內段456-8地號,14663.0,,一般農業區,農牧用地,1030326,土地5建物0車位0,,,其他,,,,0.0,0,0,3,有,無,7624760,520,,0.0,0,,RPPOMLRKMHJFFCR76DA,0.0,0.0,0.0,,,,,,,103.0,3.0
新營區,土地,姑爺段1480地號,1985.0,,特定農業區,農牧用地,1030410,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1012350,510,,0.0,0,,RPPNMLRKMHJFFAR09DA,0.0,0.0,0.0,,,,,,,103.0,4.0
白河區,房地(土地+建物),臺南市白河區頂秀祐60-19號,104.0,住,,,1030318,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820807,172.48,4,2,3,有,無,2600000,15074,,0.0,0,親友、員工或其他特殊關係間之交易。,RPRNMLMLMHJFFBR98DA,162.76,0.0,9.72,,,,,,,103.0,3.0
東山區,土地,田尾段672地號,3565.0,,特定農業區,農牧用地,1030325,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4099750,1150,,0.0,0,,RPTNMLRKMHJFFBR96DA,0.0,0.0,0.0,,,,,,,103.0,3.0
