鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,車位移轉總面積平方公尺,建案名稱,棟及號,解約情形,Year,Month
永康區,房地(土地+建物)+車位,臺南市永康區中華路４２５號十八樓之４,5.13,商,,,1030110,土地1建物1車位2,十八層,二十二層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0811215,156.48,0,1,0,有,有,6100000,38983,,0.0,0,,RPSOMLKLKHJFFHR66CA,121.46,0.0,35.0,,,,,,,103.0,1.0
永康區,房地(土地+建物),臺南市永康區正南五街３２７巷１１弄１０號,67.24,住,,,1030205,土地1建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1000624,190.57,9,0,9,有,無,12000000,62969,,0.0,0,,RPOPMLKLKHJFFHR98CA,167.4,0.0,23.17,,,,,,,103.0,2.0
永康區,土地,自強段625地號,95.31,住,,,1030116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,26230,,0.0,0,,RPPPMLTKKHJFFHR27CA,0.0,0.0,0.0,,,,,,,103.0,1.0
永康區,土地,王新段801地號,5.45,工,,,1030211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,250000,45872,,0.0,0,,RPQNMLKLKHJFFHR98CA,0.0,0.0,0.0,,,,,,,103.0,2.0
永康區,土地,蔦松段866地號,994.0,農,,,1030120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17430000,17535,,0.0,0,,RPXOMLPJLHJFFHR57CA,0.0,0.0,0.0,,,,,,,103.0,1.0
永康區,房地(土地+建物)+車位,臺南市永康區二王里南工街２２６巷３弄３號五樓之２,26.43,住,,,1030121,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841127,153.66,4,2,2,有,有,4900000,31889,,0.0,0,,RPRPMLRLKHJFFHR37CA,92.82,0.0,8.78,,,,,,,103.0,1.0
永康區,車位,臺南市永康區勝利里勝學路260巷2號地下三層,0.48,住,,,1030118,土地0建物0車位1,地下三層,十二層,其他,見其他登記事項,鋼筋混凝土造,0880426,1060.3,0,0,0,有,有,150000,,,0.0,150000,,RPPNMLSLKHJFFHR07CA,0.0,0.0,0.0,,,,,,,103.0,1.0
永康區,土地,富強段1074地號,49.04,住,,,1030205,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,980000,19984,,0.0,0,,RPSNMLOJLHJFFHR86CA,0.0,0.0,0.0,,,,,,,103.0,2.0
永康區,房地(土地+建物)+車位,臺南市永康區新民街６６巷１號四樓之１,8.6,住,,,1030207,土地1建物1車位1,四層,九層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0821230,36.92,1,1,1,有,有,2000000,54171,,0.0,0,,RPXOMLPLKHJFFHR67CA,31.13,2.01,3.78,,,,,,,103.0,2.0
仁德區,房地(土地+建物),臺南市仁德區仁和里二空路１２０號,45.73,住,,,1030122,土地1建物1車位0,一層,十層,店面(店鋪),商業用,鋼筋混凝土造,0990422,145.82999999999998,1,1,1,有,有,5412000,37112,,0.0,0,,RPQNMLTKLHJFFFR07CA,86.64,0.0,4.72,,,,,,,103.0,1.0
仁德區,房地(土地+建物),臺南市仁德區仁和里二空路１１８號,45.73,住,,,1030122,土地1建物1車位0,一層,十層,店面(店鋪),商業用,鋼筋混凝土造,0990422,145.82999999999998,1,1,1,有,有,5355000,36721,,0.0,0,,RPRNMLTKLHJFFFR17CA,86.64,0.0,4.72,,,,,,,103.0,1.0
歸仁區,土地,歸仁北段392-57地號,75.15,住,,,1030211,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1424820,18960,,0.0,0,,RPSOMLTKKHJFFFR27CA,0.0,0.0,0.0,,,,,,,103.0,2.0
歸仁區,房地(土地+建物),臺南市歸仁區崙頂里崙頂二街５０巷３９號,111.2,住,,,1030124,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0831111,220.97,3,2,3,有,無,6280000,28420,,0.0,0,,RPVNMLLLKHJFFFR76CA,210.01,0.0,10.96,,,,,,,103.0,1.0
山上區,土地,樹王段426地號,114.33,住,,,1030128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,8747,,0.0,0,,RPVNMLKLKHJFFER56CA,0.0,0.0,0.0,,,,,,,103.0,1.0
安定區,土地,新吉段1280地號,706.05,,一般農業區,農牧用地,1030123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2965410,4200,,0.0,0,,RPWNMLKLKHJFFER66CA,0.0,0.0,0.0,,,,,,,103.0,1.0
安定區,土地,管寮段1024地號,1668.0,,特定農業區,農牧用地,1030211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5880000,3525,,0.0,0,,RPQNMLOJLHJFFER98CA,0.0,0.0,0.0,,,,,,,103.0,2.0
將軍區,土地,忠昌段703地號,81.66,住,,,1030206,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,469000,5743,,0.0,0,,RPPNMLPJLHJFFDR88CA,0.0,0.0,0.0,,,,,,,103.0,2.0
七股區,土地,竹橋段1208地號,2926.0,,特定農業區,農牧用地,1030212,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3803800,1300,,0.0,0,,RPUNMLRKLHJFFDR07CA,0.0,0.0,0.0,,,,,,,103.0,2.0
麻豆區,房地(土地+建物),臺南市麻豆區南勢里南勢３６之１００號,55.73,住,,,1030126,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0680519,81.68,4,2,2,有,無,1780000,21792,,0.0,0,,RPUNMLMKLHJFFCR09CA,81.68,0.0,0.0,,,,,,,103.0,1.0
官田區,土地,番子渡頭段291-10地號,4815.75,,一般農業區,農牧用地,1030120,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,934,,0.0,0,,RPWNMLOLKHJFFCR86CA,0.0,0.0,0.0,,,,,,,103.0,1.0
鹽水區,土地,南港段458地號,3097.12,,鄉村區,乙種建築用地,1030112,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11744000,3792,,0.0,0,,RPXNMLOJLHJFFAR66CA,0.0,0.0,0.0,,,,,,,103.0,1.0
新營區,房地(土地+建物),臺南市新營區永生里１８鄰新進路３１８巷１０號,119.88,商,,,1030122,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,,284.57,9,2,10,有,無,5300000,18625,,0.0,0,,RPQNMLLLKHJFFAR38CA,284.57,0.0,0.0,,,,,,,103.0,1.0
新營區,房地(土地+建物),臺南市新營區新東里１５鄰東泰五街４１號,99.09,住,,,1030120,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1021115,210.18,5,2,5,有,無,7530000,35826,,0.0,0,,RPQNMLTKKHJFFAR09CA,196.01,0.0,14.17,,,,,,,103.0,1.0
新營區,房地(土地+建物),臺南市新營區新東里１５鄰東泰五街４３號,99.09,住,,,1030120,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1021115,210.18,5,2,5,有,無,7510000,35731,,0.0,0,,RPRNMLKLKHJFFAR38CA,196.01,0.0,14.17,,,,,,,103.0,1.0
鹽水區,房地(土地+建物),臺南市鹽水區月津路７５巷２號七樓之六,18.52,住,,,1030206,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830830,67.74,3,1,2,有,無,800000,11810,,0.0,0,,RPUNMLKLKHJFFAR68CA,59.68,0.0,8.06,,,,,,,103.0,2.0
東區,房地(土地+建物),臺南市東區裕永一街２００號,179.7,住,,,1030208,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,0990629,286.95,4,2,4,有,無,21300000,74229,,0.0,0,,RPSOMLLLKHJFFCD47CA,263.4,3.12,20.43,,,,,,,103.0,2.0
南區,房地(土地+建物),臺南市南區中華南路二段１２８號,83.0,住,,,1030205,土地1建物1車位0,一層，二層，三層，四層，屋頂突出物，騎樓,四層,店面(店鋪),住商用,鋼筋混凝土構造,0780204,246.61,6,2,6,有,無,6500000,26357,,0.0,0,,RPRNMLOLKHJFFCD57CA,226.74,0.0,19.87,,,,,,,103.0,2.0
東區,房地(土地+建物),臺南市東區文化路３１號六樓之１,28.51,住,,,1030104,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0990203,105.61,3,2,1,有,有,6060000,57381,,0.0,0,,RPOOMLPLKHJFFCD47CA,67.94,2.02,6.56,,,,,,,103.0,1.0
東區,房地(土地+建物),臺南市東區崇明路１３７號１１樓之５,3.83,住,,,1030123,土地1建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0850203,39.49,1,0,1,有,有,1100000,27855,,0.0,0,,RPQOMLQLKHJFFCD77CA,25.25,0.0,5.36,,,,,,,103.0,1.0
東區,房地(土地+建物),臺南市東區大學路１２巷１號∕１之１號,1104.0,住,,,1030210,土地1建物2車位0,全,二層,透天厝,住家用,加強磚造,0680807,413.06,11,0,6,有,無,173600000,420278,,0.0,0,,RPRNMLSLKHJFFCD97CA,0.0,0.0,0.0,,,,,,,103.0,2.0
東區,房地(土地+建物),臺南市東區怡東路８０號５樓,34.49,住,,,1030127,土地2建物1車位0,夾層，五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0721216,127.60000000000001,4,2,3,有,無,3680000,28840,,0.0,0,,RPSNMLSLKHJFFCD08CA,101.35,0.0,10.8,,,,,,,103.0,1.0
東區,房地(土地+建物)+車位,臺南市東區中華東路二段２２６巷２７弄７號四樓,28.63,商,,,1030127,土地1建物1車位1,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1020711,276.75,4,2,2,有,有,12800000,46251,坡道平面,0.0,900000,,RPSOMLRLKHJFFCD08CA,160.75,0.0,16.68,,,,,,,103.0,1.0
東區,房地(土地+建物),臺南市東區裕農路７２６巷１２０號,199.0,住,,,1030126,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土構造,1011220,540.36,6,3,7,有,無,45000000,83278,,0.0,0,,RPXNMLLKLHJFFCD87CA,482.0,0.0,58.36,,,,,,,103.0,1.0
東區,房地(土地+建物)+車位,臺南市東區中華東路二段２２６巷２７弄１５號二樓,32.12,商,,,1030206,土地1建物1車位2,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1020711,312.89,4,2,2,有,有,14750000,47141,坡道平面,0.0,1750000,,RPQNMLMKLHJFFCD27CA,166.99,0.0,17.0,,,,,,,103.0,2.0
東區,房地(土地+建物)+車位,臺南市東區中華東路二段２２６巷２７弄１５號,22.41,商,,,1030206,土地1建物1車位1,一層，見其他登記事項,十八層,店面(店鋪),商業用,鋼筋混凝土構造,1020711,177.73,0,1,1,有,有,12320000,69319,坡道平面,0.0,850000,,RPSNMLMKLHJFFCD47CA,120.1,0.0,0.0,,,,,,,103.0,2.0
東區,房地(土地+建物)+車位,臺南市東區中華東路二段２２６巷２７弄９號七樓,23.28,商,,,1030206,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1020711,228.53,3,2,2,有,有,10870000,47565,坡道平面,0.0,850000,,RPTNMLMKLHJFFCD57CA,128.38,0.0,15.03,,,,,,,103.0,2.0
東區,房地(土地+建物)+車位,臺南市東區中華東路二段２２６巷２７弄１９號七樓,23.28,商,,,1030206,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1020711,228.53,3,2,2,有,有,10870000,47565,坡道平面,0.0,850000,,RPUNMLMKLHJFFCD67CA,128.38,0.0,15.03,,,,,,,103.0,2.0
安南區,土地,海中段527-1地號,367.13,住,,,1030120,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8541200,23265,,0.0,0,,RPQNMLKLKHJFFBD96CA,0.0,0.0,0.0,,,,,,,103.0,1.0
安南區,土地,國安段476地號,17.75,住,,,1030210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,390000,21972,,0.0,0,,RPWNMLSKKHJFFBD28CA,0.0,0.0,0.0,,,,,,,103.0,2.0
安南區,土地,國安段644地號,28.56,住,,,1030212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,870000,30462,,0.0,0,,RPXNMLSKKHJFFBD38CA,0.0,0.0,0.0,,,,,,,103.0,2.0
安南區,房地(土地+建物),臺南市安南區安中路一段６９８巷７７之１號,41.99,住,,,1030218,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土構造,0700907,100.52,3,2,2,有,無,679922,6764,,0.0,0,親友、員工或其他特殊關係間之交易。,RPSNMLKLKHJFFBD17CA,80.89,0.0,11.33,,,,,,,103.0,2.0
安南區,房地(土地+建物),臺南市安南區環館三路１３巷２３弄２２號,193.72,住,,,1030218,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土構造,1020627,373.94,6,2,6,有,無,19380000,51826,,0.0,0,本件買賣公司以土地特惠推案折讓新台幣250萬元整，實際成交價以合約價扣除折讓款。,RPPNMLOLKHJFFBD27CA,327.46,0.0,45.21,,,,,,,103.0,2.0
安南區,房地(土地+建物),臺南市安南區安寧街９６號,142.58,住,,,1030114,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0740320,142.69,3,2,2,有,無,5300000,37143,,0.0,0,,RPPNMLQJLHJFFBD37CA,136.44,0.0,6.25,,,,,,,103.0,1.0
安南區,土地,十字段171-1地號,396.73,農,,,1030124,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3943575,9940,,0.0,0,,RPWNMLLKLHJFFBD67CA,0.0,0.0,0.0,,,,,,,103.0,1.0
安南區,土地,十字段171-1地號,1116.24,農,,,1030124,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11095240,9940,,0.0,0,,SPWNMLLKLHJFFBD77CA,0.0,0.0,0.0,,,,,,,103.0,1.0
北區,建物,臺南市北區公園路４３３巷１５號,0.0,,,,1030207,土地0建物1車位0,全,四層,透天厝,商業用,鋼筋混凝土構造,0690502,619.26,0,0,0,無,無,1112200,1796,,0.0,0,,RPVNMLOLKHJFFAD77CA,619.26,0.0,0.0,,,,,,,103.0,2.0
北區,土地,北元段466-8地號,70.38,住,,,1030127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2083248,29600,,0.0,0,二親等買賣,RPWNMLOLKHJFFAD87CA,0.0,0.0,0.0,,,,,,,103.0,1.0
北區,建物,臺南市北區文元里23鄰文賢三街320巷25號,0.0,,,,1030127,土地0建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1020624,210.59,5,2,3,有,無,2600000,12346,,0.0,0,二親等買賣,RPXNMLOLKHJFFAD97CA,189.82,0.0,20.77,,,,,,,103.0,1.0
安平區,房地(土地+建物),臺南市安平區育平八街３２號七樓之１４,28.32,住,,,1030210,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0821018,147.89000000000001,3,2,2,有,有,4900000,33133,,0.0,0,,RPUOMLOLKHJFFAD77CA,100.46,1.2,9.24,,,,,,,103.0,2.0
北區,房地(土地+建物),臺南市北區北園街２２號七樓之２,15.21,商,,,1030205,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0870420,118.07,3,2,2,有,有,3980000,33709,,0.0,0,,RPWOMLOLKHJFFAD97CA,88.32,0.0,4.46,,,,,,,103.0,2.0
安平區,房地(土地+建物)+車位,臺南市安平區永華二街４１巷５０號四樓之９,14.93,住,,,1030205,土地1建物1車位1,四層,七層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0821018,57.52,2,2,1,有,有,2800000,48679,坡道機械,0.0,0,,RPVOMLPLKHJFFAD97CA,49.13,0.0,8.39,,,,,,,103.0,2.0
中西區,房地(土地+建物),臺南市中西區湖美街４６巷１號,87.0,住,,,1030101,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土構造,0750709,129.38,5,2,2,有,無,6300000,48694,,0.0,0,,RPWOMLKLKHJFFAD57CA,126.53,0.0,2.85,,,,,,,103.0,1.0
中西區,房地(土地+建物),臺南市中西區府前路一段１２２巷１８號三樓之２,21.69,商,,,1030116,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1021031,92.32000000000001,2,2,1,有,有,6300000,68241,,0.0,0,,RPWOMLLLKHJFFAD67CA,53.83,0.0,9.44,,,,,,,103.0,1.0
安平區,房地(土地+建物),臺南市安平區育平路２１２號十二樓之２５,8.53,住,,,1030119,土地1建物1車位0,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0840729,77.6,2,1,1,有,有,3000000,38660,,0.0,0,,RPPOMLLLKHJFFAD96CA,52.27,1.32,7.68,,,,,,,103.0,1.0
安平區,房地(土地+建物),臺南市安平區育平五街１２號,10.12,住,,,1030206,土地1建物1車位0,一層，二層,二十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土構造,0861021,144.58,2,2,2,有,有,5650000,39079,,0.0,0,,RPPOMLQLKHJFFAD47CA,120.98,0.0,11.61,,,,,,,103.0,2.0
中西區,土地,臨安段38地號,125.28,其他,,,1030116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2367792,18900,,0.0,0,包含公共設施保留地之交易。,RPUNMLRLKHJFFAD97CA,0.0,0.0,0.0,,,,,,,103.0,1.0
中西區,房地(土地+建物),臺南市中西區西華南街36巷10號、10之2號,35.58,商,,,1030205,土地2建物2車位0,一層,三層,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0840313,77.41,2,2,2,有,無,2600000,33592,,0.0,0,,RPWOMLRLKHJFFAD28CA,68.53,0.0,0.0,,,,,,,103.0,2.0
中西區,房地(土地+建物),臺南市中西區西賢一街２３５巷３８號,78.67,住,,,1030128,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,0811114,200.45,5,3,3,有,無,8350000,41656,,0.0,0,含增建或未登記建物。,RPUNMLKLKHJFFAD27CA,188.21,0.0,12.24,,,,,,,103.0,1.0
北區,房地(土地+建物),臺南市北區公園路５８７之３４號二樓,18.97,住,,,1030124,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0780410,65.02,2,2,1,有,有,2300000,35374,,0.0,0,,RPROMLTKKHJFFAD87CA,48.45,0.0,5.42,,,,,,,103.0,1.0
安平區,房地(土地+建物),臺南市安平區府前四街９８號,94.0,住,,,1030113,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土構造,0850106,270.3,6,3,5,有,無,13000000,48095,,0.0,0,,RPSNMLOJLHJFFAD37CA,244.29,1.87,24.14,,,,,,,103.0,1.0
中西區,土地,玉宇段74-1地號,166.71,住,,,1030127,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9595828,57560,,0.0,0,向政府機關承購之案件。,RPVNMLRJLHJFFAD97CA,0.0,0.0,0.0,,,,,,,103.0,1.0
北區,房地(土地+建物)+車位,臺南市北區實踐里長榮路五段278號七樓之2,31.96,住,,,1030120,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土構造,0911227,144.93,3,2,2,有,有,4200000,28980,坡道平面,0.0,0,,RPPNMLQJLHJFFAD27CA,85.48,0.0,11.01,,,,,,,103.0,1.0
北區,房地(土地+建物),臺南市北區長榮路五段３９２號,71.03,住,,,1030114,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土構造,0740916,88.44,2,2,2,有,無,5500000,62189,,0.0,0,,RPWOMLRKLHJFFAD28CA,88.44,0.0,0.0,,,,,,,103.0,1.0
北區,房地(土地+建物),臺南市北區北門路三段４０號,41.48,住,,,1030207,土地1建物1車位0,騎樓，一層，二層,十二層,店面(店鋪),見其他登記事項,鋼筋混凝土構造,0911227,162.43,1,1,2,有,有,6400000,39402,,0.0,0,,RPRPMLLKLHJFFAD27CA,112.52,0.0,7.79,,,,,,,103.0,2.0
北區,房地(土地+建物)+車位,臺南市北區臨安路二段１９１號七樓,28.4,住,,,1030125,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0820511,109.39999999999999,1,2,2,有,有,3080000,28154,坡道平面,0.0,0,,RPXPMLTKKHJFFAD58CA,67.63,0.0,7.36,,,,,,,103.0,1.0
安平區,房地(土地+建物)+車位,臺南市安平區建平八街４５０巷１號九樓之１０,13.85,住,,,1030111,土地2建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0830330,102.03,2,2,2,有,有,2950000,28913,坡道平面,0.0,0,,RPWNMLKLKHJFFAD47CA,53.74,0.0,10.23,,,,,,,103.0,1.0
安平區,房地(土地+建物)+車位,臺南市安平區健康三街５９２巷５５號,6.21,商,,,1030210,土地1建物2車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0861022,121.07000000000001,3,2,2,有,有,4500000,37169,坡道平面,0.0,0,,RPQOMLPLKHJFFAD47CA,74.36,0.0,5.87,,,,,,,103.0,2.0
安平區,房地(土地+建物)+車位,臺南市安平區育平路１６６號七樓之７,14.28,住,,,1030112,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0880113,140.96,3,2,2,有,有,4050000,28732,坡道平面,0.0,0,,RPXOMLLLKHJFFAD77CA,76.41,0.0,11.34,,,,,,,103.0,1.0
北區,房地(土地+建物)+車位,臺南市北區北成路４０１號１０樓之１３,14.99,住,,,1030114,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0990406,112.36,2,2,1,有,有,5000000,44500,坡道平面,0.0,0,,RPXNMLMLKHJFFAD77CA,52.06,0.0,6.37,,,,,,,103.0,1.0
北區,房地(土地+建物),臺南市北區開元路４８５巷４１弄８號四樓之６,10.1,商,,,1030121,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土構造,0891120,89.73,3,2,2,有,有,3750000,41792,,0.0,0,,RPRPMLSKLHJFFAD97CA,65.65,0.0,3.86,,,,,,,103.0,1.0
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段８１９之１號,10.28,住,,,1030210,土地1建物2車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0840530,174.13,4,2,2,有,有,5950000,34170,坡道平面,0.0,0,,RPXNMLLKMHJFFAD77CA,98.1,0.0,15.82,,,,,,,103.0,2.0
安南區,房地(土地+建物),臺南市安南區環館三路１３巷２３弄３２號,152.8,住,,,1030219,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土構造,1020627,316.64,7,2,6,有,無,12600000,39793,,0.0,0,本件買賣公司以土地特惠推案折讓新台幣200萬元整，實際成交價以合約價扣除折讓款。,RPSNMLOLKHJFFBD57CA,285.98,0.0,29.39,,,,,,,103.0,2.0
安南區,土地,溪墘段1233-3地號,162.4,其他,,,1030124,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1310000,8067,,0.0,0,,RPVNMLKLKHJFFBD47CA,0.0,0.0,0.0,,,,,,,103.0,1.0
安南區,房地(土地+建物),臺南市安南區安中路二段１３８巷１７弄２５號,99.81,住,,,1030102,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1020819,170.45,4,2,3,有,無,9270000,54385,,0.0,0,,RPWNMLKLKHJFFBD57CA,155.01,0.0,15.44,,,,,,,103.0,1.0
安南區,房地(土地+建物),臺南市安南區安和路一段５２巷４７號,74.1,住,,,1030210,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0680322,67.25,2,2,2,有,無,1550000,23048,,0.0,0,,RPPNMLKLKHJFFBD86CA,67.25,0.0,0.0,,,,,,,103.0,2.0
安南區,房地(土地+建物),臺南市安南區安和路二段３６巷２２號,102.72,住,,,1030129,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0641002,74.0,3,3,3,有,無,3800000,51351,,0.0,0,,RPPNMLLLKHJFFBD96CA,74.0,0.0,0.0,,,,,,,103.0,1.0
東區,房地(土地+建物),臺南市東區府東街４５號六樓,34.08,住,,,1030127,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0830204,143.5,3,2,2,有,無,4500000,31359,,0.0,0,,RPTOMLSKLHJFFCD28CA,0.0,0.0,0.0,,,,,,,103.0,1.0
南區,房地(土地+建物),臺南市南區尊南街２０１號,97.0,住,,,1030206,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土構造,0690712,183.09,4,2,2,有,無,6700000,36594,,0.0,0,,RPUPMLSKLHJFFCD48CA,183.09,0.0,0.0,,,,,,,103.0,2.0
東區,房地(土地+建物),臺南市東區仁和路１０９巷１３５弄２號,86.65,住,,,1030118,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1020606,198.7,4,2,2,有,無,9650000,48566,,0.0,0,,RPSNMLPKLHJFFCD77CA,153.13,0.0,45.57,,,,,,,103.0,1.0
東區,房地(土地+建物),臺南市東區仁和路１０９巷１３５弄４２號,78.65,住,,,1030126,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1020606,198.6,4,2,4,有,無,8680000,43706,,0.0,0,,RPTNMLPKLHJFFCD87CA,153.09,0.0,45.51,,,,,,,103.0,1.0
東區,房地(土地+建物),臺南市東區仁和路１３９巷６之３號,73.31,住,,,1030126,土地3建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土構造,0831114,173.16,5,2,3,有,無,8000000,46200,,0.0,0,,RPPNMLQKLHJFFCD57CA,163.96,0.0,9.2,,,,,,,103.0,1.0
南區,房地(土地+建物),臺南市南區新建路３７巷６號六樓之１,36.17,住,,,1030218,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土構造,0851108,190.66,4,2,2,有,無,1419524,7445,,0.0,0,親友、員工或其他特殊關係間之交易。,RPROMLRKLHJFFCD97CA,117.12,0.0,17.36,,,,,,,103.0,2.0
東區,房地(土地+建物),臺南市東區林森路一段１４９號十五樓之９,4.15,住,,,1030219,土地1建物1車位0,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0800111,69.27,2,1,2,有,無,2300000,33203,,0.0,0,,RPQOMLPJLHJFFCD57CA,0.0,0.0,0.0,,,,,,,103.0,2.0
東區,房地(土地+建物),臺南市東區裕農路298號十樓之1,13.31,其他,,,1030118,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0811002,95.67,2,2,1,有,有,4500000,47037,,0.0,0,,RPQNMLSJLHJFFCD77CA,60.28,1.32,6.99,,,,,,,103.0,1.0
東區,房地(土地+建物),臺南市東區東門路二段６１號,165.0,商,,,1030108,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土構造,0641210,504.92,5,2,4,有,無,35360000,70031,,0.0,0,,RPRPMLQLKHJFFCD97CA,504.92,0.0,0.0,,,,,,,103.0,1.0
